id,account_id,first_name,last_name,type,created_at,updated_at,_cdc_operation,_cdc_lsn,_cdc_loaded_at
284bf962-5744-f596-7422-21676b7a2460,5d59cd2a-4eea-04e7-0ab5-4bde20a04502,Test,Recipient,INDIVIDUAL,2026-06-26 02:12:19,2026-06-26 02:12:19,INSERT,2513,2026-09-07 11:38:00
9e2aa4ac-c122-b5b3-284c-03d227d415b6,ecab3301-bc8f-7d29-2dea-94930658663a,Test,Recipient,INDIVIDUAL,2026-03-28 02:03:18,2026-03-28 02:03:18,INSERT,2514,2026-09-07 11:51:00
6a07f213-7129-cec7-9b69-554d7c54535f,6601ddd0-3170-f437-a8f7-ef5a060edf5b,Test,Recipient,INDIVIDUAL,2026-04-11 21:05:10,2026-04-11 21:05:10,INSERT,2515,2026-09-07 11:31:00
4882d73c-1c63-45ab-6e0e-d1e8585d3f86,6601ddd0-3170-f437-a8f7-ef5a060edf5b,Test,Recipient,INDIVIDUAL,2026-04-11 21:05:10,2026-04-11 21:05:10,INSERT,2516,2026-09-07 11:30:00
996d5c50-fc04-a168-652f-fb493873e57f,587ef344-6f3f-920c-98b8-e4cc1bc044fc,Test,Recipient,INDIVIDUAL,2026-07-22 08:00:18,2026-07-22 08:00:18,INSERT,2517,2026-09-07 11:46:00
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,587ef344-6f3f-920c-98b8-e4cc1bc044fc,Test,Recipient,INDIVIDUAL,2026-07-22 08:00:18,2026-07-22 08:00:18,INSERT,2518,2026-09-07 11:38:00
88575117-6155-4667-2112-507c2cfa55b0,505cc686-9f87-1ce7-5487-fd4febb7a385,Test,Recipient,INDIVIDUAL,2026-02-19 09:53:48,2026-02-19 09:53:48,INSERT,2519,2026-09-07 11:41:00
bdf66ba5-dc9c-96de-65a6-74c212738a23,505cc686-9f87-1ce7-5487-fd4febb7a385,Test,Recipient,INDIVIDUAL,2026-02-19 09:53:48,2026-02-19 09:53:48,INSERT,2520,2026-09-07 11:37:00
67884209-92ca-525a-6de5-93329364f3d0,8c459ce2-67f4-8ad5-4d0b-0d1a91b0e1d9,Test,Recipient,INDIVIDUAL,2026-05-05 14:44:31,2026-05-05 14:44:31,INSERT,2521,2026-09-07 11:32:00
2bffe17b-5324-01fc-f758-dce20556daea,55cee5db-9e87-e04c-a208-6977a9f25336,Test,Recipient,INDIVIDUAL,2026-08-18 17:50:59,2026-08-18 17:50:59,INSERT,2522,2026-09-07 11:31:00
3e49fd09-1b19-d8b8-d830-20816fcc57dd,664fa663-7e8f-8095-624c-69b6b24445a7,Test,Recipient,INDIVIDUAL,2026-05-06 01:19:08,2026-05-06 01:19:08,INSERT,2523,2026-09-07 11:39:00
beed10b6-4f6e-274b-deda-b0276550f74a,664fa663-7e8f-8095-624c-69b6b24445a7,Test,Recipient,INDIVIDUAL,2026-05-06 01:19:08,2026-05-06 01:19:08,INSERT,2524,2026-09-07 11:50:00
87d5b7be-1d30-d990-a21b-030782af085c,e45b712e-b822-5688-d0a4-44329cd6c852,Test,Recipient,INDIVIDUAL,2026-06-19 14:38:59,2026-06-19 14:38:59,INSERT,2525,2026-09-07 11:53:00
a53bc024-d1a6-9d87-f54e-2019ba35844e,3c07c574-4925-7af1-b6aa-e05b13d5f2f7,Test,Recipient,INDIVIDUAL,2026-03-08 07:27:33,2026-03-08 07:27:33,INSERT,2526,2026-09-07 11:31:00
9a36d1ec-2c6a-6e9a-3280-67a14187222b,3c07c574-4925-7af1-b6aa-e05b13d5f2f7,Test,Recipient,INDIVIDUAL,2026-03-08 07:27:33,2026-03-08 07:27:33,INSERT,2527,2026-09-07 11:39:00
7e7e7419-a0c1-4035-c5d9-5f51f387e1bd,63b4c08b-6b8e-869f-d538-5b0e34f3193c,Test,Recipient,INDIVIDUAL,2026-02-28 05:44:23,2026-02-28 05:44:23,INSERT,2528,2026-09-07 11:36:00
50ee7a92-a091-51e0-f891-b0c3dd3f487e,560c95ee-638c-254c-076e-2bba7c5308bf,Test,Recipient,INDIVIDUAL,2026-08-17 01:49:22,2026-08-17 01:49:22,INSERT,2529,2026-09-07 11:30:00
46510367-cbdc-4318-4d85-a3d2a1a27485,560c95ee-638c-254c-076e-2bba7c5308bf,Test,Recipient,INDIVIDUAL,2026-08-17 01:49:22,2026-08-17 01:49:22,INSERT,2530,2026-09-07 11:51:00
0e9058b6-09a0-a0f6-73b0-a0917634c169,610cf373-4299-9aa4-0cdf-742b2e85cb21,Test,Recipient,INDIVIDUAL,2026-07-06 00:23:30,2026-07-06 00:23:30,INSERT,2531,2026-09-07 11:46:00
f4488385-8de7-ad6c-9490-77c27674456f,f510ab53-c7fe-e39f-1190-f938a66fd7f7,Test,Recipient,INDIVIDUAL,2026-04-23 13:32:22,2026-04-23 13:32:22,INSERT,2532,2026-09-07 11:37:00
80599b93-79c2-d2e4-9ae1-a991524f93ff,bf780e3f-f6b7-51f7-9b74-92459b1bc895,Test,Recipient,INDIVIDUAL,2026-01-13 09:57:19,2026-01-13 09:57:19,INSERT,2533,2026-09-07 11:59:00
57eb89b1-d65e-59dd-e62d-2d06cf9b8558,bf780e3f-f6b7-51f7-9b74-92459b1bc895,Test,Recipient,INDIVIDUAL,2026-01-13 09:57:19,2026-01-13 09:57:19,INSERT,2534,2026-09-07 11:46:00
fdb1429e-7010-ed13-b526-b22d3f6c21f7,d9acd158-4d34-85c5-c5c1-4eb4b27b3d90,Test,Recipient,INDIVIDUAL,2026-02-16 11:33:12,2026-02-16 11:33:12,INSERT,2535,2026-09-07 11:33:00
632dbb5e-486b-b6bf-eafd-e7d95f733a3e,bbda0242-2d17-4fc9-6f7c-15ea272a6d8e,Test,Recipient,INDIVIDUAL,2026-05-20 08:10:25,2026-05-20 08:10:25,INSERT,2536,2026-09-07 11:46:00
8ed6ad5e-1831-8aa3-5466-9d1910df9974,533420e6-d9d8-0b8d-7e8a-dee70758e201,Test,Recipient,INDIVIDUAL,2026-07-12 06:31:24,2026-07-12 06:31:24,INSERT,2537,2026-09-07 11:47:00
2434a678-a9e2-7ba9-952e-6abb14dd5061,7da67785-b63b-4dc3-a559-e46379e13cea,Test,Recipient,INDIVIDUAL,2026-04-24 02:36:21,2026-04-24 02:36:21,INSERT,2538,2026-09-07 11:51:00
15b02530-f020-e992-b576-255e98549f22,4e7ed827-455a-c762-7428-a656b3ee4d3b,Test,Recipient,INDIVIDUAL,2026-06-11 13:17:30,2026-06-11 13:17:30,INSERT,2539,2026-09-07 11:33:00
b3ecb951-ab8c-bf97-20b7-1785d02ce0c1,4e7ed827-455a-c762-7428-a656b3ee4d3b,Test,Recipient,INDIVIDUAL,2026-06-11 13:17:30,2026-06-11 13:17:30,INSERT,2540,2026-09-07 11:31:00
5cd33369-04aa-c1b7-5ca0-c428822c4d32,4d6168bd-2def-e193-5c62-b3a23a3c563e,Test,Recipient,INDIVIDUAL,2026-02-20 22:19:51,2026-02-20 22:19:51,INSERT,2541,2026-09-07 11:53:00
23377bbc-fffe-77c8-39fe-b99c31274148,40a26c60-0d27-0659-f72a-da9b2f32751e,Test,Recipient,INDIVIDUAL,2026-01-26 16:13:09,2026-01-26 16:13:09,INSERT,2542,2026-09-07 11:33:00
d5ca69ab-8a2e-6a93-c558-0bb281f7f3fb,40a26c60-0d27-0659-f72a-da9b2f32751e,Test,Recipient,INDIVIDUAL,2026-01-26 16:13:09,2026-01-26 16:13:09,INSERT,2543,2026-09-07 11:35:00
29890880-277d-1be9-6070-b6a198e52499,715629ee-e893-be3d-7354-ea6f61607459,Test,Recipient,INDIVIDUAL,2026-07-15 11:24:36,2026-07-15 11:24:36,INSERT,2544,2026-09-07 11:44:00
692e07b6-0b2f-6d5c-700b-5d5fb89f72f3,715629ee-e893-be3d-7354-ea6f61607459,Test,Recipient,INDIVIDUAL,2026-07-15 11:24:36,2026-07-15 11:24:36,INSERT,2545,2026-09-07 11:51:00
72ecf16e-c8a7-23e9-bfa0-16c2c09cb506,4a8ff810-784c-2f29-9804-02a2b07aa066,Test,Recipient,INDIVIDUAL,2026-08-14 08:00:38,2026-08-14 08:00:38,INSERT,2546,2026-09-07 11:40:00
5e2ad32d-31ab-0b56-d5c9-fdc7e76adca9,4a8ff810-784c-2f29-9804-02a2b07aa066,Test,Recipient,INDIVIDUAL,2026-08-14 08:00:38,2026-08-14 08:00:38,INSERT,2547,2026-09-07 11:59:00
61c2645a-c733-2304-4822-3120c4f9eccd,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,Test,Recipient,INDIVIDUAL,2026-06-30 19:52:43,2026-06-30 19:52:43,INSERT,2548,2026-09-07 11:39:00
9acb394a-cd1f-5318-331f-63fbd11fc8c0,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,Test,Recipient,INDIVIDUAL,2026-06-30 19:52:43,2026-06-30 19:52:43,INSERT,2549,2026-09-07 11:37:00
b61e5fdb-1a43-5206-ef2d-dcc48df661da,3a9aca5e-1761-32ed-069f-14f140181c6e,Test,Recipient,INDIVIDUAL,2026-06-25 01:12:24,2026-06-25 01:12:24,INSERT,2550,2026-09-07 11:47:00
45d5a68d-290a-3abb-c35b-9fea1578d709,3a9aca5e-1761-32ed-069f-14f140181c6e,Test,Recipient,INDIVIDUAL,2026-06-25 01:12:24,2026-06-25 01:12:24,INSERT,2551,2026-09-07 11:58:00
d11376e0-38d7-7b9a-e916-da57f24823ab,6f962882-95d8-2980-ff37-d19c2e76128b,Test,Recipient,INDIVIDUAL,2026-01-13 13:21:41,2026-01-13 13:21:41,INSERT,2552,2026-09-07 11:37:00
808389c8-657e-01c9-0da2-3e5c6a36af18,6f962882-95d8-2980-ff37-d19c2e76128b,Test,Recipient,INDIVIDUAL,2026-01-13 13:21:41,2026-01-13 13:21:41,INSERT,2553,2026-09-07 11:35:00
ee4a9b5d-5195-54e3-0737-4c86397b5f51,50843242-168b-1625-746f-78910964fbbf,Test,Recipient,INDIVIDUAL,2026-05-20 15:13:55,2026-05-20 15:13:55,INSERT,2554,2026-09-07 11:45:00
eada79a3-4970-ed9a-09ce-3cfb2339ba19,49bc473f-ed7b-f656-218a-15368c99a894,Test,Recipient,INDIVIDUAL,2026-01-05 22:43:43,2026-01-05 22:43:43,INSERT,2555,2026-09-07 11:55:00
72d78bdd-7817-99ff-b49e-04ccc24369e7,49bc473f-ed7b-f656-218a-15368c99a894,Test,Recipient,INDIVIDUAL,2026-01-05 22:43:43,2026-01-05 22:43:43,INSERT,2556,2026-09-07 11:38:00
8c7e6f42-2646-eaf9-d5c0-244d3735262d,eec259dc-7f95-897c-276a-a6ced50755d9,Test,Recipient,INDIVIDUAL,2026-08-29 23:05:42,2026-08-29 23:05:42,INSERT,2557,2026-09-07 11:37:00
4d183eba-3cd5-fd7f-49c1-0669c6b33fe6,81fb18b3-c9a7-d91f-ef2a-e71357021049,Test,Recipient,INDIVIDUAL,2026-07-11 21:13:19,2026-07-11 21:13:19,INSERT,2558,2026-09-07 11:52:00
e7b7b4c6-d631-2a80-1c61-2ec210142131,81fb18b3-c9a7-d91f-ef2a-e71357021049,Test,Recipient,INDIVIDUAL,2026-07-11 21:13:19,2026-07-11 21:13:19,INSERT,2559,2026-09-07 11:57:00
9d642932-0066-853d-6de2-99a14a90cd0c,9261549d-3d22-5c30-b28f-41defb140bc3,Test,Recipient,INDIVIDUAL,2026-08-21 10:39:21,2026-08-21 10:39:21,INSERT,2560,2026-09-07 11:39:00
11536e99-5c50-8720-f982-f4e08603156a,dea4ae17-54fd-9ad3-9716-108ef72169bb,Test,Recipient,INDIVIDUAL,2026-05-09 01:37:05,2026-05-09 01:37:05,INSERT,2561,2026-09-07 11:56:00
a2bb522b-0b25-1279-785a-c5d0df92a621,da330aa1-541c-dfcd-da0d-4a5f148f8b74,Test,Recipient,INDIVIDUAL,2026-07-01 22:52:42,2026-07-01 22:52:42,INSERT,2562,2026-09-07 11:56:00
3dba6da8-5844-f9fc-114b-9547c9dc72b8,df615a5c-b432-3070-a23d-4c2fc2a79689,Test,Recipient,INDIVIDUAL,2026-07-14 00:00:00,2026-07-14 00:00:00,INSERT,2563,2026-09-07 11:54:00
56ab087a-8bc7-8e81-5a30-45280b599562,deef580f-9c07-a751-1437-45092cd1586a,Test,Recipient,INDIVIDUAL,2026-01-23 08:40:00,2026-01-23 08:40:00,INSERT,2564,2026-09-07 11:31:00
a1b970d0-7a81-04de-b205-07bbfb16f757,deef580f-9c07-a751-1437-45092cd1586a,Test,Recipient,INDIVIDUAL,2026-01-23 08:40:00,2026-01-23 08:40:00,INSERT,2565,2026-09-07 11:34:00
ca862225-0b36-e356-339b-77a84b1f0d7b,fcd6bdca-5876-fd09-f1fa-f665711533f3,Test,Recipient,INDIVIDUAL,2026-03-02 01:57:13,2026-03-02 01:57:13,INSERT,2566,2026-09-07 11:44:00
d0be73ee-fd37-2539-65f2-02f983f02dc7,fcd6bdca-5876-fd09-f1fa-f665711533f3,Test,Recipient,INDIVIDUAL,2026-03-02 01:57:13,2026-03-02 01:57:13,INSERT,2567,2026-09-07 11:57:00
0c3ce284-c7e5-3bbb-dcb5-1c535b62a8df,d47d577b-fa5a-91ca-059d-d55d4b943e30,Test,Recipient,INDIVIDUAL,2026-04-12 15:05:03,2026-04-12 15:05:03,INSERT,2568,2026-09-07 11:54:00
be4969ec-6667-d3bb-e3b5-63606fdc0bad,a5769411-a0a1-1839-e745-770418dfbc3c,Test,Recipient,INDIVIDUAL,2026-01-24 13:07:31,2026-01-24 13:07:31,INSERT,2569,2026-09-07 11:42:00
5e0a72ab-7f5d-b163-b12b-66807f072cb9,d499da99-45c4-5a3e-e9da-484a80759f1f,Test,Recipient,INDIVIDUAL,2026-05-27 04:45:11,2026-05-27 04:45:11,INSERT,2570,2026-09-07 11:49:00
6e3c4532-1434-8f62-6cac-028cba220065,d499da99-45c4-5a3e-e9da-484a80759f1f,Test,Recipient,INDIVIDUAL,2026-05-27 04:45:11,2026-05-27 04:45:11,INSERT,2571,2026-09-07 11:54:00
a9320094-53f2-8f11-147f-65701a43db54,ac1e86d8-bfbf-397b-ac3e-7b0d5e5ba13d,Test,Recipient,INDIVIDUAL,2026-05-17 01:03:17,2026-05-17 01:03:17,INSERT,2572,2026-09-07 11:36:00
59fefbbc-71a3-fad2-b094-6d2a2aa93b43,ac1e86d8-bfbf-397b-ac3e-7b0d5e5ba13d,Test,Recipient,INDIVIDUAL,2026-05-17 01:03:17,2026-05-17 01:03:17,INSERT,2573,2026-09-07 11:51:00
ca9e4a62-fae3-114b-a3b4-42bd46494296,1dde7969-6886-13db-a634-8e784d5c55c7,Test,Recipient,INDIVIDUAL,2026-02-16 13:51:31,2026-02-16 13:51:31,INSERT,2574,2026-09-07 11:38:00
bff9507d-cd14-a03e-8359-9af65d01f55f,1dde7969-6886-13db-a634-8e784d5c55c7,Test,Recipient,INDIVIDUAL,2026-02-16 13:51:31,2026-02-16 13:51:31,INSERT,2575,2026-09-07 11:37:00
