id,recipient_id,type,country,currency,phone_number,operator,account_number,bank_code,bank_name,created_at,updated_at,_cdc_operation,_cdc_lsn,_cdc_loaded_at
86ad8a8c-6bc4-123e-bde1-3c1b20733f6d,0d6a05b3-43ef-2016-2c9b-662e040a3aae,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-04-17 18:57:49,2026-04-17 18:57:49,INSERT,2586,2026-09-07 11:56:00
73b6a09b-1bea-f6ac-97fa-7f0483639007,5cae9610-c72c-1fe3-72c2-2a1679eb4168,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-01-27 23:54:06,2026-01-27 23:54:06,INSERT,2587,2026-09-07 11:35:00
75424646-4d37-a539-857d-d3b3a8addf36,ddf275eb-e8a3-f341-c881-9065ba2c98ce,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-03-24 14:51:49,2026-03-24 14:51:49,INSERT,2588,2026-09-07 11:56:00
7d824264-1ba3-62e7-afa4-15e56d204496,66d06371-d8e8-8ebb-7a9e-8eefffa361be,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-02-02 00:26:18,2026-02-02 00:26:18,INSERT,2589,2026-09-07 11:47:00
466772ce-204e-178c-10d0-8d1125f934bf,9bb96155-5275-eb94-14ae-af5ce63658c9,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-02-12 17:19:15,2026-02-12 17:19:15,INSERT,2590,2026-09-07 11:33:00
9afd4015-816b-cb9f-7426-b1934b7e6b3c,87d292a6-98ee-ac2b-fe9f-ecaa6182f347,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-02-12 17:19:15,2026-02-12 17:19:15,INSERT,2591,2026-09-07 11:31:00
c4dabddb-e0b1-5aba-a6a2-7967a79b44b6,da509fed-1d4a-3d81-b3a7-d0e0cb08587d,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-02-10 17:16:19,2026-02-10 17:16:19,INSERT,2592,2026-09-07 11:31:00
74188109-d3d1-bf0f-56c4-38e469efafb1,3a7e8e14-e359-eee1-7399-1a476e191042,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-02-10 17:16:19,2026-02-10 17:16:19,INSERT,2593,2026-09-07 11:53:00
5fd23109-4140-752c-aa44-825950018b7b,6d4067f4-5003-2b35-1857-8bafbac7e2b9,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-08-09 08:08:10,2026-08-09 08:08:10,INSERT,2594,2026-09-07 11:57:00
17dded81-15da-705c-d4ef-00aa175a81ec,112fa612-7969-9ed2-ec48-bf55afd380c4,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-08-09 08:08:10,2026-08-09 08:08:10,INSERT,2595,2026-09-07 11:42:00
96229348-0f5a-e9d3-8e6e-5003214f3f12,cfd01cbd-5f65-c8ce-bd21-bc11be9d61ee,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-03-18 16:00:51,2026-03-18 16:00:51,INSERT,2596,2026-09-07 11:32:00
c012a0ff-f0ed-e303-aa53-c19cdfa4bb9f,5a856750-692a-c139-1f4a-8ca1ab85fd59,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-03-18 16:00:51,2026-03-18 16:00:51,INSERT,2597,2026-09-07 11:44:00
81e5c9f6-93f2-77cc-1a85-910d5a057c11,4ffca6b1-99b4-79d4-49a2-14aef7e8f8e5,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-04-08 04:42:51,2026-04-08 04:42:51,INSERT,2598,2026-09-07 11:53:00
d86a6460-59a1-120e-1bb4-3332d8e7012f,39681c81-7b70-c3b8-a81f-dec3279c658a,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-04-08 04:42:51,2026-04-08 04:42:51,INSERT,2599,2026-09-07 11:55:00
8f9b72ae-d85c-16bd-6dda-4f8dcea60f4c,39e58ff0-92f8-37d4-4750-3f1dc33a1f6c,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-05-29 00:14:31,2026-05-29 00:14:31,INSERT,2600,2026-09-07 11:43:00
2e2fbf77-0769-79d6-4477-7442b18753e6,d4578ad9-a867-a096-edd8-77c89be71737,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-05-29 00:14:31,2026-05-29 00:14:31,INSERT,2601,2026-09-07 11:58:00
90fa6b57-24ac-2130-deaf-528d2e709838,01902620-59dc-abd0-56fe-bfb9ebe9e207,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-03-06 20:52:46,2026-03-06 20:52:46,INSERT,2602,2026-09-07 11:44:00
bf012e32-177d-6e7e-07d9-24cef8c88fae,a2178f84-bdb0-25ff-2451-e5a411d059b2,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-03-06 20:52:46,2026-03-06 20:52:46,INSERT,2603,2026-09-07 11:44:00
530ac1c7-b8ba-8368-4fc7-77685ebbcca5,284bf962-5744-f596-7422-21676b7a2460,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-06-26 02:12:19,2026-06-26 02:12:19,INSERT,2604,2026-09-07 11:56:00
45a88829-14e2-86e5-ac89-36bc0cbd3c03,9e2aa4ac-c122-b5b3-284c-03d227d415b6,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-03-28 02:03:18,2026-03-28 02:03:18,INSERT,2605,2026-09-07 11:56:00
832920b7-c143-f426-372f-871a45ee432d,6a07f213-7129-cec7-9b69-554d7c54535f,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-04-11 21:05:10,2026-04-11 21:05:10,INSERT,2606,2026-09-07 11:52:00
7c93f6cc-97d7-a560-adb1-4670ad9fb00d,4882d73c-1c63-45ab-6e0e-d1e8585d3f86,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-04-11 21:05:10,2026-04-11 21:05:10,INSERT,2607,2026-09-07 11:58:00
4d29d1ab-3455-12f7-01f7-c7ec0e0630cd,996d5c50-fc04-a168-652f-fb493873e57f,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-07-22 08:00:18,2026-07-22 08:00:18,INSERT,2608,2026-09-07 11:33:00
01fa964e-1eb7-4b56-53ff-d3a24a193501,4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-07-22 08:00:18,2026-07-22 08:00:18,INSERT,2609,2026-09-07 11:47:00
8f0881ee-8011-316b-3ae8-8926b423ccde,88575117-6155-4667-2112-507c2cfa55b0,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-02-19 09:53:48,2026-02-19 09:53:48,INSERT,2610,2026-09-07 11:54:00
75b27455-04cc-3ede-6fac-16730ad45230,bdf66ba5-dc9c-96de-65a6-74c212738a23,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-02-19 09:53:48,2026-02-19 09:53:48,INSERT,2611,2026-09-07 11:57:00
4a1dab32-6aed-fdc7-a3e0-5309b5a1b949,67884209-92ca-525a-6de5-93329364f3d0,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-05-05 14:44:31,2026-05-05 14:44:31,INSERT,2612,2026-09-07 11:35:00
75c8e90d-9e3d-750d-f296-d9f0cd2372c2,2bffe17b-5324-01fc-f758-dce20556daea,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-08-18 17:50:59,2026-08-18 17:50:59,INSERT,2613,2026-09-07 11:37:00
862268d1-6683-e107-96c0-44d06f887f28,3e49fd09-1b19-d8b8-d830-20816fcc57dd,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-05-06 01:19:08,2026-05-06 01:19:08,INSERT,2614,2026-09-07 11:34:00
c77444cb-5543-fc3c-38b8-f24e56ea57b3,beed10b6-4f6e-274b-deda-b0276550f74a,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-05-06 01:19:08,2026-05-06 01:19:08,INSERT,2615,2026-09-07 11:57:00
c6b6e4ad-e7ea-8d5a-31a3-ac4d828c37e7,87d5b7be-1d30-d990-a21b-030782af085c,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-06-19 14:38:59,2026-06-19 14:38:59,INSERT,2616,2026-09-07 11:52:00
1a5165ca-3c7c-1d85-25cf-0041d0a643fe,a53bc024-d1a6-9d87-f54e-2019ba35844e,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-03-08 07:27:33,2026-03-08 07:27:33,INSERT,2617,2026-09-07 11:46:00
a7cf705c-c257-cf73-c29d-782b2722796e,9a36d1ec-2c6a-6e9a-3280-67a14187222b,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-03-08 07:27:33,2026-03-08 07:27:33,INSERT,2618,2026-09-07 11:40:00
c2874f06-9050-f7ef-c123-5c9176c5a0dc,7e7e7419-a0c1-4035-c5d9-5f51f387e1bd,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-02-28 05:44:23,2026-02-28 05:44:23,INSERT,2619,2026-09-07 11:48:00
780b3657-117b-355b-7094-4bdb26a524e3,50ee7a92-a091-51e0-f891-b0c3dd3f487e,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-08-17 01:49:22,2026-08-17 01:49:22,INSERT,2620,2026-09-07 11:45:00
81e0d489-5a18-e2a3-0e61-4bcd97674900,46510367-cbdc-4318-4d85-a3d2a1a27485,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-08-17 01:49:22,2026-08-17 01:49:22,INSERT,2621,2026-09-07 11:36:00
13a4a492-497d-e16d-d4ea-120a5e659654,0e9058b6-09a0-a0f6-73b0-a0917634c169,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-07-06 00:23:30,2026-07-06 00:23:30,INSERT,2622,2026-09-07 11:55:00
0a8076ec-e558-2e16-bd29-ede9cab4923b,f4488385-8de7-ad6c-9490-77c27674456f,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-04-23 13:32:22,2026-04-23 13:32:22,INSERT,2623,2026-09-07 11:45:00
73557b9d-0fd6-f47e-f52d-4af2269ed4c9,80599b93-79c2-d2e4-9ae1-a991524f93ff,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-01-13 09:57:19,2026-01-13 09:57:19,INSERT,2624,2026-09-07 11:40:00
812a1f9b-1596-9802-b6dd-6257fb7d9f1c,57eb89b1-d65e-59dd-e62d-2d06cf9b8558,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-01-13 09:57:19,2026-01-13 09:57:19,INSERT,2625,2026-09-07 11:35:00
9c1c3517-85d2-d0a6-8629-5b5d707df251,fdb1429e-7010-ed13-b526-b22d3f6c21f7,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-02-16 11:33:12,2026-02-16 11:33:12,INSERT,2626,2026-09-07 11:58:00
adcc3daf-569f-3ab3-c643-530068a51c68,632dbb5e-486b-b6bf-eafd-e7d95f733a3e,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-05-20 08:10:25,2026-05-20 08:10:25,INSERT,2627,2026-09-07 11:38:00
4082cbb9-48bd-db3e-62f5-df2badaa44ca,8ed6ad5e-1831-8aa3-5466-9d1910df9974,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-07-12 06:31:24,2026-07-12 06:31:24,INSERT,2628,2026-09-07 11:30:00
f7baf55e-4f6b-58c8-598d-daeceaafe543,2434a678-a9e2-7ba9-952e-6abb14dd5061,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-04-24 02:36:21,2026-04-24 02:36:21,INSERT,2629,2026-09-07 11:43:00
a4bbf962-606e-0e1c-8f15-84494f40c22f,15b02530-f020-e992-b576-255e98549f22,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-06-11 13:17:30,2026-06-11 13:17:30,INSERT,2630,2026-09-07 11:35:00
ff4625af-bd20-563b-f275-b5f3d436a7a8,b3ecb951-ab8c-bf97-20b7-1785d02ce0c1,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-06-11 13:17:30,2026-06-11 13:17:30,INSERT,2631,2026-09-07 11:53:00
36d55494-f37f-d50d-2e25-b5ee4f11d8dc,5cd33369-04aa-c1b7-5ca0-c428822c4d32,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-02-20 22:19:51,2026-02-20 22:19:51,INSERT,2632,2026-09-07 11:35:00
d82c7565-4bb9-07ec-13c1-175427aa7cbc,23377bbc-fffe-77c8-39fe-b99c31274148,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-01-26 16:13:09,2026-01-26 16:13:09,INSERT,2633,2026-09-07 11:53:00
09a9d1c1-86ca-c6f4-e238-fe93bd17c5e8,d5ca69ab-8a2e-6a93-c558-0bb281f7f3fb,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-01-26 16:13:09,2026-01-26 16:13:09,INSERT,2634,2026-09-07 11:36:00
c566aa81-b15e-54f6-d4d3-07952e4bebc4,29890880-277d-1be9-6070-b6a198e52499,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-07-15 11:24:36,2026-07-15 11:24:36,INSERT,2635,2026-09-07 11:49:00
3ccec76c-b836-c448-ad26-1ec55d42b9e9,692e07b6-0b2f-6d5c-700b-5d5fb89f72f3,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-07-15 11:24:36,2026-07-15 11:24:36,INSERT,2636,2026-09-07 11:58:00
4f3949a8-3d3a-2582-88b4-f4743be79df4,72ecf16e-c8a7-23e9-bfa0-16c2c09cb506,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-08-14 08:00:38,2026-08-14 08:00:38,INSERT,2637,2026-09-07 11:41:00
fc043f08-9207-0158-f277-1f63ada58417,5e2ad32d-31ab-0b56-d5c9-fdc7e76adca9,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-08-14 08:00:38,2026-08-14 08:00:38,INSERT,2638,2026-09-07 11:59:00
f75d599f-6b2d-5b09-8707-9ad480be7e35,61c2645a-c733-2304-4822-3120c4f9eccd,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-06-30 19:52:43,2026-06-30 19:52:43,INSERT,2639,2026-09-07 11:55:00
0d5ba7cd-4000-35f0-df7d-0dd7236e1608,9acb394a-cd1f-5318-331f-63fbd11fc8c0,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-06-30 19:52:43,2026-06-30 19:52:43,INSERT,2640,2026-09-07 11:49:00
1feae1e0-d9e6-04b3-8412-a335d88c656d,b61e5fdb-1a43-5206-ef2d-dcc48df661da,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-06-25 01:12:24,2026-06-25 01:12:24,INSERT,2641,2026-09-07 11:32:00
25b8a42f-836b-15c7-e7c2-25da73069588,45d5a68d-290a-3abb-c35b-9fea1578d709,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-06-25 01:12:24,2026-06-25 01:12:24,INSERT,2642,2026-09-07 11:51:00
ee33688d-597e-6845-e277-18c5737d1fb6,d11376e0-38d7-7b9a-e916-da57f24823ab,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-01-13 13:21:41,2026-01-13 13:21:41,INSERT,2643,2026-09-07 11:30:00
fe9936a3-62db-c850-3c5b-f3a75fbbf0b1,808389c8-657e-01c9-0da2-3e5c6a36af18,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-01-13 13:21:41,2026-01-13 13:21:41,INSERT,2644,2026-09-07 11:54:00
a663d2cd-b6f6-dbf1-d6d4-41cc195d82f8,ee4a9b5d-5195-54e3-0737-4c86397b5f51,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-05-20 15:13:55,2026-05-20 15:13:55,INSERT,2645,2026-09-07 11:48:00
d4c3a832-b231-c60b-78f2-ce6bd46b415d,eada79a3-4970-ed9a-09ce-3cfb2339ba19,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-01-05 22:43:43,2026-01-05 22:43:43,INSERT,2646,2026-09-07 11:45:00
144823f7-e7e6-46c7-0158-24639d8776a0,72d78bdd-7817-99ff-b49e-04ccc24369e7,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-01-05 22:43:43,2026-01-05 22:43:43,INSERT,2647,2026-09-07 11:53:00
871c0884-9bdf-90f2-ba2c-0f19f0b2a5d1,8c7e6f42-2646-eaf9-d5c0-244d3735262d,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-08-29 23:05:42,2026-08-29 23:05:42,INSERT,2648,2026-09-07 11:31:00
6b79afcc-3d0a-5f0c-0c39-4ec71f317405,4d183eba-3cd5-fd7f-49c1-0669c6b33fe6,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-07-11 21:13:19,2026-07-11 21:13:19,INSERT,2649,2026-09-07 11:39:00
04351b64-893a-d232-98c3-e3ca7ff4cec6,e7b7b4c6-d631-2a80-1c61-2ec210142131,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-07-11 21:13:19,2026-07-11 21:13:19,INSERT,2650,2026-09-07 11:58:00
6aa42c9f-9217-0475-3d95-9e3f5a5226e6,9d642932-0066-853d-6de2-99a14a90cd0c,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-08-21 10:39:21,2026-08-21 10:39:21,INSERT,2651,2026-09-07 11:47:00
81e03a5e-8b48-f496-86ab-d4e7f4124360,11536e99-5c50-8720-f982-f4e08603156a,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-05-09 01:37:05,2026-05-09 01:37:05,INSERT,2652,2026-09-07 11:47:00
40ef3935-5f90-bed6-fb25-664d630aa767,a2bb522b-0b25-1279-785a-c5d0df92a621,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-07-01 22:52:42,2026-07-01 22:52:42,INSERT,2653,2026-09-07 11:55:00
1a89b71e-a0d5-72c8-a837-fe68bba205ca,3dba6da8-5844-f9fc-114b-9547c9dc72b8,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-07-14 00:00:00,2026-07-14 00:00:00,INSERT,2654,2026-09-07 11:50:00
d49405f0-2cd2-a404-a48e-40f1d0421dfa,56ab087a-8bc7-8e81-5a30-45280b599562,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-01-23 08:40:00,2026-01-23 08:40:00,INSERT,2655,2026-09-07 11:43:00
10275b53-2285-b2ef-cfbe-4fe92ea9c542,a1b970d0-7a81-04de-b205-07bbfb16f757,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-01-23 08:40:00,2026-01-23 08:40:00,INSERT,2656,2026-09-07 11:57:00
50cae32d-0aba-590e-e2c3-28aa33107475,ca862225-0b36-e356-339b-77a84b1f0d7b,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-03-02 01:57:13,2026-03-02 01:57:13,INSERT,2657,2026-09-07 11:52:00
095ffa81-40d9-2bce-7930-ba208b040f49,d0be73ee-fd37-2539-65f2-02f983f02dc7,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-03-02 01:57:13,2026-03-02 01:57:13,INSERT,2658,2026-09-07 11:54:00
45f18619-54f9-0429-a7de-02ccdda4f4a7,0c3ce284-c7e5-3bbb-dcb5-1c535b62a8df,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-04-12 15:05:03,2026-04-12 15:05:03,INSERT,2659,2026-09-07 11:39:00
62fb26d7-f4db-ca07-e506-f6707092947d,be4969ec-6667-d3bb-e3b5-63606fdc0bad,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-01-24 13:07:31,2026-01-24 13:07:31,INSERT,2660,2026-09-07 11:53:00
4447ceab-84ef-4324-cc1b-4157ec9f9c54,5e0a72ab-7f5d-b163-b12b-66807f072cb9,MOBILE_MONEY,TZ,TZS,+2547000000,AIRTEL,,,,2026-05-27 04:45:11,2026-05-27 04:45:11,INSERT,2661,2026-09-07 11:49:00
2e326567-d284-f54e-febe-c0db9a3a6103,6e3c4532-1434-8f62-6cac-028cba220065,MOBILE_MONEY,KE,KES,+2547000000,MPESA,,,,2026-05-27 04:45:11,2026-05-27 04:45:11,INSERT,2662,2026-09-07 11:38:00
9a45693d-7227-890e-4e76-833a4baf0f5e,a9320094-53f2-8f11-147f-65701a43db54,BANK_ACCOUNT,NG,NGN,,,0011223344,058,GTBank,2026-05-17 01:03:17,2026-05-17 01:03:17,INSERT,2663,2026-09-07 11:36:00
debac186-ba10-8217-0ad7-c9a2727716ec,59fefbbc-71a3-fad2-b094-6d2a2aa93b43,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-05-17 01:03:17,2026-05-17 01:03:17,INSERT,2664,2026-09-07 11:45:00
abd2b512-1335-e5db-0eaf-04b5f2a9dc8a,ca9e4a62-fae3-114b-a3b4-42bd46494296,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-02-16 13:51:31,2026-02-16 13:51:31,INSERT,2665,2026-09-07 11:59:00
07f8d4f0-f3ea-0184-28f4-e3ceadedda80,bff9507d-cd14-a03e-8359-9af65d01f55f,MOBILE_MONEY,UG,UGX,+2547000000,MTN,,,,2026-02-16 13:51:31,2026-02-16 13:51:31,INSERT,2666,2026-09-07 11:32:00
